Age,Attrition,Business_Travel,Department,Distance_From_Home,Education,Education_Field,Environment_Satisfaction,Gender,Job_Involvement,Job_Level,Job_Role,Job_Satisfaction,Marital_Status,Daily_Rate,Monthly_Income,Num_Companies_Worked,Over_Time,Percent_Salary_Hike,Performance_Rating,Stock_Option_Level,Total_Working_Years,Work_Life_Balance,Years_At_Company,Years_In_CurrentRole,Years_Since_Last_Promotion,Years_With_Curr_Manager
24,No,Travel_Rarely,Research & Development,21,2,Technical Degree,3,Male,2,1,Laboratory Technician,1,Divorced,350,2296,0,No,14,3,3,2,3,1,1,0,0
40,No,Non-Travel,Research & Development,8,2,Life Sciences,4,Male,3,2,Healthcare Representative,4,Divorced,1142,4069,3,Yes,18,3,0,8,3,2,2,2,2
45,No,Travel_Rarely,Research & Development,1,4,Technical Degree,1,Male,3,3,Healthcare Representative,2,Divorced,538,7441,1,No,12,3,3,10,3,10,8,7,7
35,No,Travel_Rarely,Sales,28,4,Life Sciences,2,Female,2,1,Sales Representative,3,Married,1402,2430,0,No,23,4,2,6,3,5,3,4,2
32,No,Travel_Rarely,Research & Development,5,2,Life Sciences,4,Female,2,2,Research Scientist,2,Married,824,5878,3,No,12,3,1,12,3,7,1,2,5
36,No,Travel_Rarely,Sales,2,4,Life Sciences,3,Male,3,1,Sales Representative,4,Single,1157,2644,3,Yes,21,4,0,7,2,3,2,1,2
48,No,Travel_Rarely,Sales,16,4,Life Sciences,3,Female,3,2,Sales Executive,3,Divorced,492,6439,8,No,14,3,1,18,3,8,7,7,7
29,No,Travel_Rarely,Research & Development,9,3,Life Sciences,3,Male,4,1,Research Scientist,3,Married,598,2451,6,No,18,3,2,5,2,1,0,0,0
33,No,Travel_Rarely,Sales,8,4,Life Sciences,1,Male,3,2,Sales Executive,1,Married,1242,6392,2,No,13,3,1,8,1,2,2,2,2
30,Yes,Travel_Rarely,Sales,1,3,Life Sciences,2,Male,2,2,Sales Executive,1,Married,740,9714,1,No,11,3,1,10,3,10,8,6,7
38,No,Travel_Frequently,Human Resources,10,4,Human Resources,3,Male,3,2,Human Resources,3,Married,888,6077,3,No,11,3,0,10,3,6,3,1,2
35,No,Travel_Rarely,Research & Development,1,3,Medical,4,Male,2,1,Laboratory Technician,1,Single,992,2450,1,No,19,3,0,3,3,3,0,1,2
30,No,Travel_Rarely,Sales,29,4,Technical Degree,3,Male,3,3,Sales Executive,2,Married,1288,9250,3,No,12,3,1,9,3,4,2,1,3
35,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Female,3,1,Laboratory Technician,1,Divorced,104,2074,1,Yes,12,3,1,1,3,1,0,0,0
53,Yes,Travel_Rarely,Research & Development,2,5,Technical Degree,3,Female,2,3,Manufacturing Director,4,Married,607,10169,0,No,16,3,1,34,3,33,7,1,9
38,Yes,Travel_Rarely,Research & Development,2,3,Medical,3,Male,3,2,Manufacturing Director,2,Married,903,4855,4,No,11,3,2,7,3,5,2,1,4
32,No,Non-Travel,Research & Development,1,4,Technical Degree,4,Male,3,2,Research Scientist,1,Married,1200,4087,4,No,14,3,1,9,2,6,5,1,2
48,No,Travel_Rarely,Research & Development,15,4,Other,3,Female,3,1,Research Scientist,1,Married,1108,2367,8,No,12,3,1,10,2,8,2,7,6
34,No,Travel_Rarely,Research & Development,7,4,Medical,1,Male,3,1,Research Scientist,4,Single,479,2972,1,No,13,3,0,1,1,1,0,0,0
55,No,Travel_Rarely,Sales,26,5,Marketing,3,Male,2,5,Manager,4,Married,685,19586,1,No,21,4,1,36,3,36,6,2,13
34,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Male,3,2,Research Scientist,4,Married,1351,5484,9,No,17,3,1,9,2,2,2,2,1
26,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Female,3,1,Research Scientist,4,Married,474,2061,1,No,21,4,0,1,3,1,0,0,0
38,No,Travel_Rarely,Sales,14,3,Life Sciences,3,Male,3,2,Sales Executive,2,Married,1245,9924,0,No,11,3,1,10,3,9,8,7,7
38,No,Travel_Rarely,Sales,16,3,Life Sciences,2,Female,3,2,Sales Executive,2,Single,437,4198,2,No,12,3,0,8,4,3,2,1,2
36,No,Travel_Rarely,Sales,1,4,Life Sciences,2,Female,3,2,Sales Executive,3,Single,884,6815,6,No,13,3,0,15,3,1,0,0,0
29,No,Travel_Rarely,Research & Development,3,1,Medical,2,Male,3,1,Laboratory Technician,1,Single,1370,4723,1,Yes,18,3,0,10,3,10,9,1,5
35,No,Travel_Rarely,Research & Development,10,4,Medical,1,Female,3,2,Healthcare Representative,3,Single,670,6142,3,Yes,16,3,0,10,3,5,2,0,4
39,No,Travel_Rarely,Sales,6,3,Medical,4,Male,4,3,Sales Executive,3,Married,1462,8237,2,No,11,3,1,11,3,7,6,7,6
29,No,Travel_Frequently,Research & Development,2,1,Life Sciences,1,Male,3,2,Healthcare Representative,4,Divorced,995,8853,1,No,19,3,1,6,4,6,4,1,3
50,No,Travel_Rarely,Sales,9,3,Marketing,3,Male,3,5,Manager,3,Married,264,19331,4,Yes,16,3,1,27,3,1,0,0,0
23,No,Travel_Rarely,Research & Development,10,3,Technical Degree,4,Male,4,1,Research Scientist,3,Married,977,2073,2,No,16,3,1,4,3,2,2,2,2
36,No,Travel_Frequently,Research & Development,6,4,Life Sciences,1,Male,4,2,Laboratory Technician,1,Married,1302,5562,3,Yes,13,3,1,9,3,3,2,0,2
42,No,Travel_Rarely,Research & Development,9,2,Other,4,Male,2,5,Manager,4,Single,1059,19613,8,No,22,4,0,24,3,1,0,0,1
35,No,Travel_Rarely,Research & Development,28,3,Life Sciences,2,Male,4,2,Laboratory Technician,3,Married,750,3407,1,No,17,3,2,10,2,10,9,6,8
34,No,Travel_Frequently,Research & Development,10,4,Technical Degree,4,Male,2,2,Healthcare Representative,3,Married,653,5063,1,No,14,3,1,8,2,8,2,7,7
40,No,Travel_Rarely,Sales,14,2,Life Sciences,4,Female,3,2,Sales Executive,1,Married,118,4639,1,No,15,3,1,5,3,5,4,1,2
43,No,Travel_Rarely,Research & Development,27,3,Technical Degree,4,Male,4,1,Laboratory Technician,2,Divorced,990,4876,5,No,12,3,1,8,3,6,4,0,2
35,No,Travel_Rarely,Research & Development,7,2,Life Sciences,3,Male,2,1,Laboratory Technician,4,Married,1349,2690,1,No,18,3,1,1,2,1,0,0,1
46,No,Travel_Rarely,Sales,1,4,Life Sciences,4,Male,4,4,Manager,1,Single,563,17567,1,No,15,3,0,27,1,26,0,0,12
28,Yes,Travel_Rarely,Research & Development,24,3,Medical,3,Male,3,1,Laboratory Technician,2,Married,329,2408,1,Yes,17,3,3,1,3,1,1,0,0
22,No,Non-Travel,Research & Development,26,2,Other,2,Female,2,1,Research Scientist,3,Married,457,2814,1,Yes,14,3,0,4,2,4,2,1,3
50,No,Travel_Frequently,Research & Development,20,5,Medical,2,Male,3,4,Healthcare Representative,3,Married,1234,11245,2,Yes,15,3,1,32,3,30,8,12,13
32,No,Travel_Rarely,Research & Development,5,4,Other,2,Female,4,1,Research Scientist,4,Married,634,3312,3,No,17,3,2,6,3,3,2,0,2
44,No,Travel_Rarely,Research & Development,7,3,Medical,2,Female,3,5,Research Director,4,Divorced,1313,19049,0,Yes,14,3,1,23,2,22,7,1,10
30,No,Travel_Rarely,Research & Development,7,3,Medical,2,Male,2,1,Research Scientist,2,Married,241,2141,1,No,12,3,1,6,2,6,4,1,1
45,No,Travel_Rarely,Research & Development,5,5,Medical,3,Female,1,2,Laboratory Technician,1,Single,1015,5769,1,Yes,14,3,0,10,3,10,7,1,4
45,No,Non-Travel,Sales,26,3,Marketing,1,Male,2,2,Sales Executive,1,Married,336,4385,1,No,15,3,1,10,3,10,7,4,5
31,No,Travel_Frequently,Sales,2,4,Other,4,Male,3,2,Sales Executive,1,Single,715,5332,7,No,13,3,0,10,3,5,2,0,3
36,No,Travel_Rarely,Research & Development,12,4,Life Sciences,3,Female,3,2,Manufacturing Director,3,Married,559,4663,9,Yes,12,3,2,7,3,3,2,1,1
34,No,Travel_Frequently,Research & Development,10,4,Life Sciences,3,Male,4,2,Manufacturing Director,4,Divorced,426,4724,1,No,13,3,1,9,3,9,7,7,2
49,No,Travel_Rarely,Research & Development,25,4,Life Sciences,3,Female,3,1,Laboratory Technician,1,Married,722,3211,1,No,14,3,1,10,2,9,6,1,4
39,No,Travel_Rarely,Research & Development,10,5,Medical,2,Male,3,2,Manufacturing Director,1,Married,1387,5377,2,No,13,3,3,10,3,7,7,7,7
27,No,Travel_Rarely,Research & Development,19,3,Other,4,Male,2,1,Laboratory Technician,1,Divorced,1302,4066,1,No,11,3,2,7,3,7,7,0,7
35,No,Travel_Rarely,Research & Development,18,5,Life Sciences,2,Male,4,2,Research Scientist,1,Married,819,5208,1,No,11,3,0,16,3,16,15,1,10
28,No,Travel_Rarely,Research & Development,27,3,Medical,2,Female,1,2,Manufacturing Director,1,Divorced,580,4877,0,No,21,4,1,6,2,5,3,0,0
21,No,Travel_Rarely,Research & Development,5,1,Medical,3,Male,3,1,Research Scientist,4,Single,546,3117,1,No,18,3,0,3,3,2,2,2,2
18,Yes,Travel_Frequently,Sales,3,2,Medical,2,Female,3,1,Sales Representative,4,Single,544,1569,1,Yes,12,3,0,0,4,0,0,0,0
47,No,Travel_Rarely,Human Resources,26,4,Life Sciences,4,Female,3,5,Manager,3,Married,1176,19658,3,No,11,3,1,27,3,5,2,1,0
39,No,Travel_Rarely,Research & Development,3,2,Medical,3,Male,2,2,Laboratory Technician,3,Divorced,170,3069,0,No,15,3,1,11,3,10,8,0,7
40,No,Travel_Rarely,Research & Development,15,3,Life Sciences,1,Female,2,3,Manufacturing Director,3,Married,884,10435,1,No,13,3,2,18,3,18,15,14,12
35,No,Non-Travel,Research & Development,8,4,Life Sciences,3,Female,3,2,Healthcare Representative,3,Married,208,4148,1,No,12,3,1,15,3,14,11,2,9
37,No,Travel_Rarely,Research & Development,19,3,Life Sciences,3,Male,3,2,Manufacturing Director,3,Married,671,5768,3,No,17,3,3,9,2,4,3,0,2
39,No,Travel_Frequently,Research & Development,4,3,Medical,1,Female,3,2,Manufacturing Director,3,Single,711,5042,0,No,13,3,0,10,1,9,2,3,8
45,No,Travel_Rarely,Research & Development,2,2,Other,4,Female,2,2,Manufacturing Director,4,Divorced,1329,5770,1,No,19,3,2,10,3,10,7,3,9
38,No,Travel_Rarely,Research & Development,2,2,Medical,4,Female,2,3,Manufacturing Director,3,Married,397,7756,3,Yes,19,3,1,10,4,5,4,0,2
35,Yes,Travel_Rarely,Sales,10,3,Medical,4,Male,2,3,Sales Executive,1,Married,737,10306,9,No,17,3,0,15,3,13,12,6,0
37,No,Travel_Rarely,Research & Development,10,3,Medical,2,Female,3,1,Research Scientist,2,Married,1470,3936,1,No,11,3,1,8,1,8,4,7,7
40,No,Travel_Rarely,Research & Development,16,3,Life Sciences,3,Female,3,3,Manufacturing Director,4,Single,448,7945,6,Yes,15,3,0,18,2,4,2,3,3
44,No,Travel_Frequently,Human Resources,1,5,Human Resources,1,Male,3,2,Human Resources,4,Married,602,5743,4,Yes,11,3,0,14,3,10,7,0,2
48,No,Travel_Frequently,Research & Development,4,5,Medical,3,Male,2,4,Manager,4,Married,365,15202,2,No,25,4,1,23,3,2,2,2,2
35,Yes,Travel_Rarely,Sales,15,2,Medical,1,Male,1,2,Sales Executive,4,Divorced,763,5440,6,Yes,14,3,2,7,2,2,2,2,2
24,No,Travel_Frequently,Research & Development,2,1,Technical Degree,1,Female,3,1,Research Scientist,4,Single,567,3760,1,Yes,13,3,0,6,3,6,3,1,3
27,No,Travel_Rarely,Research & Development,8,3,Medical,2,Female,4,1,Research Scientist,3,Married,486,3517,7,No,17,3,0,5,3,3,2,0,2
27,No,Travel_Frequently,Research & Development,2,3,Medical,4,Male,3,1,Research Scientist,4,Single,591,2580,2,No,13,3,0,6,2,4,2,1,2
40,Yes,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Male,3,1,Laboratory Technician,1,Single,1329,2166,3,Yes,14,3,0,10,1,4,2,0,3
29,No,Travel_Rarely,Sales,10,3,Medical,3,Male,2,2,Sales Executive,3,Single,469,5869,9,No,11,3,0,8,3,5,2,1,4
36,No,Travel_Rarely,Research & Development,5,4,Life Sciences,2,Female,3,3,Healthcare Representative,1,Married,711,8008,4,No,12,3,2,9,3,3,2,0,2
25,No,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Male,4,2,Manufacturing Director,3,Divorced,772,5206,1,No,17,3,2,7,3,7,7,0,7
39,No,Travel_Rarely,Research & Development,12,3,Medical,4,Male,3,2,Manufacturing Director,2,Married,492,5295,4,No,21,4,0,7,3,5,4,1,0
49,No,Travel_Rarely,Research & Development,22,4,Other,1,Female,3,4,Research Director,2,Married,301,16413,3,No,16,3,2,27,3,4,2,1,2
50,No,Travel_Rarely,Research & Development,17,5,Life Sciences,4,Female,2,3,Research Director,1,Divorced,813,13269,5,No,15,3,3,19,3,14,11,1,11
20,No,Travel_Rarely,Sales,2,3,Medical,3,Female,3,1,Sales Representative,3,Single,1141,2783,1,No,19,3,0,2,3,2,2,2,2
34,No,Travel_Rarely,Research & Development,3,3,Life Sciences,4,Female,3,2,Research Scientist,2,Divorced,1130,5433,1,No,12,3,1,11,3,11,8,7,9
36,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Male,3,1,Laboratory Technician,2,Single,311,2013,2,No,11,3,0,15,3,4,3,1,3
49,No,Travel_Rarely,Research & Development,6,1,Life Sciences,3,Female,2,4,Healthcare Representative,3,Married,465,13966,2,Yes,19,3,1,30,3,15,11,2,12
36,No,Non-Travel,Research & Development,1,4,Medical,4,Female,2,2,Manufacturing Director,3,Married,894,4374,0,No,15,3,0,4,3,3,2,1,2
36,No,Travel_Rarely,Research & Development,3,2,Life Sciences,4,Male,4,2,Healthcare Representative,1,Divorced,1040,6842,6,No,20,4,1,13,3,5,4,0,4
54,No,Travel_Rarely,Research & Development,22,5,Medical,2,Female,3,4,Manager,3,Married,584,17426,3,No,25,4,1,36,3,10,8,4,7
43,No,Travel_Rarely,Research & Development,15,2,Life Sciences,3,Male,2,4,Research Director,3,Married,1291,17603,1,No,24,4,1,14,3,14,10,6,11
35,Yes,Travel_Frequently,Sales,12,4,Other,4,Male,3,2,Sales Executive,4,Single,880,4581,3,Yes,24,4,0,13,4,11,9,6,7
38,No,Travel_Frequently,Research & Development,1,3,Life Sciences,4,Male,3,2,Research Scientist,4,Married,1189,4735,7,No,15,3,2,19,4,13,11,2,9
29,No,Travel_Rarely,Sales,5,3,Medical,1,Male,2,2,Sales Executive,2,Divorced,991,4187,1,Yes,13,3,1,10,2,10,0,0,9
33,No,Travel_Rarely,Sales,2,4,Medical,4,Male,3,2,Sales Executive,4,Divorced,392,5505,1,No,14,3,2,6,3,6,2,0,4
32,No,Travel_Rarely,Research & Development,2,3,Medical,4,Male,3,2,Research Scientist,2,Divorced,977,5470,0,No,13,3,2,10,2,9,5,1,6
31,No,Travel_Rarely,Sales,5,4,Life Sciences,1,Female,3,2,Sales Executive,4,Married,1112,5476,1,No,11,3,2,10,3,10,0,0,2
49,No,Travel_Rarely,Research & Development,16,3,Medical,4,Female,3,1,Laboratory Technician,1,Divorced,464,2587,4,Yes,16,3,1,17,2,2,2,2,2
38,No,Travel_Frequently,Research & Development,2,3,Medical,4,Female,2,1,Laboratory Technician,2,Single,148,2440,1,No,22,4,0,4,3,4,3,3,3
47,No,Travel_Rarely,Sales,2,4,Life Sciences,2,Female,4,4,Manager,2,Divorced,1225,15972,6,No,14,3,3,29,3,3,2,1,2
49,No,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Male,3,4,Manager,3,Single,809,15379,4,No,14,3,0,23,3,8,7,0,0
41,No,Travel_Rarely,Sales,23,2,Life Sciences,4,Male,3,3,Sales Executive,3,Single,1206,7082,3,Yes,16,3,0,21,3,2,0,0,2
20,No,Travel_Rarely,Sales,9,1,Life Sciences,4,Male,3,1,Sales Representative,1,Single,727,2728,1,No,11,3,0,2,3,2,2,0,2
33,No,Non-Travel,Sales,16,3,Life Sciences,3,Female,3,2,Sales Executive,4,Divorced,530,5368,1,Yes,25,4,1,7,3,6,5,1,2
36,No,Travel_Rarely,Research & Development,26,4,Life Sciences,1,Male,3,2,Healthcare Representative,3,Married,1351,5347,6,No,14,3,2,10,2,3,2,0,2
44,No,Travel_Rarely,Human Resources,1,3,Life Sciences,3,Female,3,1,Human Resources,4,Divorced,528,3195,4,Yes,18,3,3,8,3,2,2,2,2
23,Yes,Travel_Rarely,Research & Development,8,1,Medical,4,Male,2,1,Laboratory Technician,3,Single,1320,3989,1,Yes,11,3,0,5,3,5,4,1,2
38,No,Travel_Rarely,Research & Development,4,2,Medical,4,Female,3,1,Laboratory Technician,3,Married,1495,3306,7,No,19,3,1,7,2,0,0,0,0
53,No,Travel_Rarely,Research & Development,24,4,Medical,2,Male,4,3,Healthcare Representative,4,Married,1395,7005,3,No,15,3,0,11,3,4,3,1,2
48,Yes,Travel_Frequently,Sales,7,2,Medical,4,Female,3,1,Sales Representative,3,Married,708,2655,2,Yes,11,3,2,19,3,9,7,7,7
32,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,3,1,Laboratory Technician,2,Single,1259,1393,1,No,12,3,0,1,3,1,0,0,0
26,No,Non-Travel,Research & Development,7,3,Medical,4,Male,3,1,Laboratory Technician,4,Single,786,2570,1,No,20,4,0,7,3,7,7,5,7
55,No,Travel_Rarely,Research & Development,22,3,Technical Degree,1,Male,2,1,Research Scientist,2,Divorced,1441,3537,5,No,12,3,1,8,3,4,2,1,2
34,No,Travel_Rarely,Research & Development,5,2,Medical,2,Male,2,2,Laboratory Technician,4,Married,1157,3986,1,No,14,3,1,15,4,15,10,4,13
60,No,Travel_Rarely,Research & Development,1,4,Medical,3,Male,1,3,Healthcare Representative,4,Divorced,370,10883,3,No,20,4,1,19,4,1,0,0,0
33,No,Travel_Rarely,Research & Development,21,3,Medical,2,Male,4,1,Laboratory Technician,2,Married,267,2028,1,No,18,3,3,14,3,14,11,2,13
37,No,Travel_Frequently,Sales,1,4,Medical,3,Male,1,2,Sales Executive,4,Divorced,1278,9525,1,No,14,3,2,6,2,6,3,1,3
34,No,Travel_Rarely,Research & Development,19,3,Life Sciences,2,Female,2,1,Research Scientist,4,Married,678,2929,1,No,12,3,0,10,3,10,9,8,7
23,Yes,Travel_Rarely,Sales,7,3,Life Sciences,3,Male,3,1,Sales Representative,4,Divorced,427,2275,1,Yes,21,4,1,3,3,3,2,0,2
44,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,4,3,Healthcare Representative,4,Married,921,7879,1,Yes,19,3,1,9,3,8,7,6,7
35,No,Travel_Frequently,Research & Development,2,4,Medical,1,Male,2,1,Research Scientist,4,Single,146,4930,0,Yes,14,3,0,6,4,5,4,1,4
43,No,Travel_Rarely,Sales,2,3,Medical,4,Male,3,2,Sales Executive,4,Married,1179,7847,1,Yes,17,3,1,10,3,10,9,8,8
24,No,Travel_Rarely,Research & Development,9,3,Medical,3,Male,4,1,Research Scientist,3,Married,581,4401,1,No,16,3,1,5,3,5,3,0,4
41,No,Travel_Rarely,Sales,6,3,Marketing,4,Male,3,3,Sales Executive,3,Single,918,9241,1,No,12,3,0,10,3,10,8,8,7
29,No,Travel_Rarely,Research & Development,9,4,Medical,4,Female,3,1,Laboratory Technician,3,Married,1082,2974,9,No,17,3,1,9,3,5,3,1,2
36,No,Travel_Rarely,Sales,2,4,Life Sciences,3,Female,3,2,Sales Representative,4,Single,530,4502,3,No,15,3,0,17,2,13,7,6,7
45,No,Non-Travel,Research & Development,1,1,Life Sciences,3,Male,2,3,Healthcare Representative,3,Married,1238,10748,3,No,23,4,1,25,2,23,15,14,4
24,Yes,Travel_Rarely,Human Resources,22,1,Human Resources,4,Male,1,1,Human Resources,3,Married,240,1555,1,No,11,3,1,1,3,1,0,0,0
47,Yes,Travel_Frequently,Sales,9,3,Life Sciences,3,Male,1,4,Sales Executive,3,Married,1093,12936,7,No,11,3,0,25,1,23,5,14,10
26,No,Travel_Rarely,Research & Development,17,4,Medical,4,Male,1,1,Laboratory Technician,3,Married,390,2305,1,No,15,3,3,3,4,3,2,0,2
45,No,Travel_Rarely,Research & Development,28,2,Technical Degree,4,Female,2,4,Research Director,2,Single,1005,16704,1,No,11,3,0,21,3,21,6,8,6
32,No,Travel_Frequently,Research & Development,10,3,Life Sciences,1,Male,3,1,Research Scientist,3,Married,585,3433,6,No,13,3,1,10,2,5,2,1,3
31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,2,Male,3,1,Laboratory Technician,3,Married,741,3477,1,No,14,3,1,6,4,5,2,0,3
41,No,Non-Travel,Human Resources,4,3,Human Resources,3,Male,1,2,Human Resources,2,Married,552,6430,6,No,19,3,1,10,3,3,2,1,2
40,No,Travel_Rarely,Research & Development,8,2,Life Sciences,2,Female,3,2,Manufacturing Director,1,Married,369,6516,2,Yes,16,3,1,18,3,1,0,0,0
24,No,Travel_Rarely,Research & Development,29,1,Medical,2,Male,3,1,Laboratory Technician,1,Divorced,506,3907,1,No,13,3,3,6,4,6,2,1,2
46,No,Travel_Rarely,Research & Development,13,4,Life Sciences,3,Male,3,2,Healthcare Representative,2,Single,717,5562,6,No,14,3,0,19,3,10,7,0,9
35,No,Travel_Rarely,Research & Development,27,4,Life Sciences,4,Male,3,2,Manufacturing Director,3,Married,1370,6883,2,No,16,3,1,17,3,7,7,0,7
30,No,Travel_Rarely,Research & Development,16,1,Life Sciences,2,Male,3,1,Research Scientist,4,Married,793,2862,1,No,12,3,1,10,2,10,0,0,8
47,No,Non-Travel,Sales,2,4,Marketing,3,Male,3,2,Sales Executive,2,Married,543,4978,7,No,11,3,1,4,1,1,0,0,0
46,No,Travel_Rarely,Sales,2,3,Life Sciences,3,Male,3,3,Sales Executive,4,Divorced,1277,10368,4,Yes,12,3,1,13,2,10,6,0,3
36,Yes,Travel_Rarely,Sales,13,5,Marketing,2,Male,2,2,Sales Executive,1,Divorced,1456,6134,5,Yes,13,3,3,16,3,2,2,2,2
32,Yes,Travel_Rarely,Sales,1,2,Life Sciences,1,Male,1,2,Sales Executive,2,Single,964,6735,6,No,15,3,0,10,3,0,0,0,0
23,No,Travel_Rarely,Research & Development,4,1,Medical,3,Female,3,1,Laboratory Technician,2,Single,160,3295,1,No,13,3,0,3,1,3,2,1,2
31,No,Travel_Frequently,Research & Development,24,1,Technical Degree,4,Female,3,2,Manufacturing Director,4,Single,163,5238,2,No,20,4,0,9,2,5,4,1,4
39,No,Non-Travel,Research & Development,1,3,Life Sciences,4,Male,3,2,Laboratory Technician,4,Married,792,6472,1,Yes,15,3,1,9,3,9,8,5,8
32,No,Travel_Rarely,Sales,19,3,Life Sciences,4,Male,1,3,Sales Executive,3,Married,371,9610,3,No,13,3,1,10,1,4,3,0,2
40,No,Travel_Rarely,Sales,7,4,Medical,2,Male,3,5,Manager,2,Single,611,19833,1,No,14,3,0,21,2,21,8,12,8
45,No,Travel_Rarely,Human Resources,4,3,Life Sciences,3,Female,1,3,Human Resources,3,Married,176,9756,4,No,21,4,2,9,4,5,0,0,3
30,No,Travel_Frequently,Research & Development,2,4,Technical Degree,4,Female,2,1,Research Scientist,1,Single,1312,4968,0,No,16,3,0,10,3,9,7,0,7
24,No,Travel_Frequently,Human Resources,10,3,Medical,1,Male,3,1,Human Resources,4,Married,897,2145,0,No,14,3,1,3,3,2,2,2,1
30,Yes,Travel_Frequently,Human Resources,8,3,Human Resources,3,Female,2,1,Human Resources,4,Divorced,600,2180,6,No,11,3,1,6,2,4,2,1,2
31,No,Travel_Rarely,Sales,5,3,Technical Degree,1,Male,3,2,Sales Executive,3,Married,1003,8346,1,No,19,3,1,6,3,5,2,0,2
27,No,Travel_Rarely,Research & Development,8,3,Medical,3,Female,3,1,Research Scientist,4,Single,1054,3445,1,No,11,3,0,6,2,6,2,1,4
29,Yes,Travel_Rarely,Sales,9,3,Marketing,2,Female,1,1,Sales Representative,2,Single,428,2760,1,No,13,3,0,2,3,2,2,2,2
29,No,Travel_Frequently,Research & Development,1,3,Life Sciences,4,Male,4,2,Healthcare Representative,3,Single,461,6294,8,Yes,12,3,0,10,4,3,2,0,2
30,No,Travel_Rarely,Sales,15,2,Marketing,3,Male,2,3,Sales Executive,1,Divorced,979,7140,2,No,11,3,1,12,3,7,7,1,7
34,No,Travel_Rarely,Research & Development,2,4,Medical,4,Male,4,1,Research Scientist,4,Married,181,2932,0,Yes,14,3,3,6,3,5,0,1,2
33,No,Non-Travel,Sales,2,3,Marketing,4,Female,3,2,Sales Executive,2,Single,1283,5147,8,No,15,3,0,13,2,11,7,1,7
49,No,Travel_Rarely,Sales,11,4,Marketing,4,Female,3,2,Sales Executive,4,Single,1313,4507,3,No,12,3,0,8,4,5,1,0,4
33,Yes,Travel_Rarely,Sales,16,3,Life Sciences,1,Female,3,3,Sales Executive,1,Single,211,8564,2,Yes,20,4,0,11,2,0,0,0,0
38,No,Travel_Frequently,Research & Development,2,2,Medical,3,Female,2,1,Laboratory Technician,2,Married,594,2468,4,No,14,3,1,9,2,6,1,0,5
31,Yes,Travel_Rarely,Sales,16,4,Marketing,1,Male,3,3,Sales Executive,3,Married,1079,8161,2,No,13,3,3,10,3,1,0,0,0
29,No,Travel_Rarely,Research & Development,4,3,Technical Degree,4,Female,2,1,Research Scientist,1,Divorced,590,2109,1,No,13,3,1,1,3,1,0,0,0
30,No,Travel_Rarely,Research & Development,16,3,Life Sciences,3,Male,4,2,Healthcare Representative,3,Married,305,5294,3,No,16,3,1,10,3,7,0,1,7
32,No,Non-Travel,Research & Development,5,4,Technical Degree,2,Male,3,1,Research Scientist,2,Single,953,2718,2,No,14,3,0,12,3,7,7,0,7
38,No,Travel_Rarely,Research & Development,18,3,Medical,2,Male,1,2,Healthcare Representative,4,Married,833,5811,3,Yes,16,3,1,15,3,1,0,1,0
43,Yes,Travel_Frequently,Research & Development,17,3,Technical Degree,3,Male,2,1,Research Scientist,3,Married,807,2437,9,Yes,16,3,1,6,3,1,0,0,0
42,No,Travel_Rarely,Research & Development,12,3,Medical,2,Male,3,1,Laboratory Technician,2,Divorced,855,2766,8,No,22,4,3,7,2,5,3,0,4
55,No,Travel_Rarely,Research & Development,2,3,Medical,3,Male,2,5,Research Director,1,Married,478,19038,8,No,12,3,3,34,3,1,0,0,0
33,No,Non-Travel,Research & Development,4,3,Technical Degree,4,Male,3,2,Research Scientist,2,Divorced,775,3055,5,No,15,3,2,11,2,9,8,1,7
41,No,Travel_Rarely,Research & Development,9,4,Life Sciences,3,Male,3,1,Laboratory Technician,1,Divorced,548,2289,1,No,20,4,2,5,3,5,3,0,4
34,No,Non-Travel,Sales,10,3,Life Sciences,4,Male,3,2,Sales Executive,3,Divorced,1375,4001,1,Yes,14,3,1,15,3,15,14,0,7
53,No,Non-Travel,Research & Development,1,4,Medical,1,Female,2,4,Manufacturing Director,3,Married,661,12965,4,Yes,20,4,3,27,2,3,2,0,2
43,No,Travel_Rarely,Human Resources,2,3,Life Sciences,2,Male,3,1,Human Resources,4,Single,244,3539,0,No,13,3,0,10,3,9,7,1,8
34,No,Travel_Rarely,Sales,3,2,Life Sciences,4,Female,1,2,Sales Executive,4,Single,511,6029,5,No,12,3,0,6,3,2,2,2,2
21,Yes,Travel_Rarely,Sales,7,1,Marketing,2,Male,3,1,Sales Representative,2,Single,337,2679,1,No,13,3,0,1,3,1,0,1,0
38,No,Travel_Rarely,Research & Development,6,2,Other,4,Female,2,1,Laboratory Technician,3,Married,1153,3702,1,No,11,3,1,5,3,5,4,0,4
